"","id","original","processed"
"11210","11210","""Congressman (Ron) DeSantis sponsored legislation to increase sales taxes by 23 percent, hurting families, destroying jobs, devastating tourism""","congressman ron desantis sponsored legislation increase sales taxes percent hurting families destroying jobs devastating tourism adam putnam"
"11211","11211","""Trump just gave a $12 billion bailout to farmers hurt by his failed tariffs. This will cost every household in the U.S. $95 … Trump is borrowing the money from China since his tax cuts blew a trillion dollar hole in the deficit.""","trump gave billion bailout farmers hurt failed tariffs this cost every household u.s. trump borrowing money china since tax cuts blew trillion dollar hole deficit the other"
"11212","11212","“Mr. Lavrov underscored the unacceptability of actions of U.S. authorities who had arrested Russian citizen Maria Butina on trumped-up charges and the need for her fastest possible release.”","lavrov underscored unacceptability actions u.s. authorities arrested russian citizen maria butina trumped-up charges need fastest possible release. russian foreign ministry"
"11213","11213","""SHOCK REPORT: Senator McCaskill BUSTED Funneling Millions of Tax Dollars to Her Hubby.""","shock report senator mccaskill busted funneling millions tax dollars her hubby bloggers"
"11214","11214","""Education Secretary Betsy DeVos owes Ohio $5.3 million for campaign finance violations and Mike DeWine's office refuses to collect the fine.""","education secretary betsy devos owes ohio 5.3 million campaign finance violations mike dewine office refuses collect fine richard cordray"
"11215","11215","Does the NRA Make Gun Targets of Children","does nra make gun targets children"
"11216","11216","“FOX NEWS JUST CONFIRMED OBAMA RIGGED ELECTION WITH 4 MILLION ILLEGAL VOTES""","fox news just confirmed obama rigged election with million illegal votes various websites"
"11217","11217","""Between the first and second quarters of 2018 — after the tax cuts were enacted — real wages fell by 1.8 percent.""","between first second quarters tax cuts enacted real wages fell 1.8 percent nancy pelosi"
"11218","11218","Says ""black Americans have 10 times less wealth than white Americans.""","says black americans times less wealth white americans beto o'rourke"
"11219","11219","""America’s hard-working agricultural producers … have taken a disproportionate hit when it comes to illegal retaliatory tariffs.""","america hard-working agricultural producers taken disproportionate hit comes illegal retaliatory tariffs sonny perdue"
"11220","11220","Says ""I have been through the gauntlet, when we had riots in that Capitol.""","says gauntlet riots capitol leah vukmir"
"11221","11221","""One out of every 30 people in the Greater Boston area is an illegal alien.""","one every people greater boston area illegal alien jeff sessions"
"11222","11222","“In such conditions, we demonstrate openness, friendliness and the absence of any sort of aggression against foreign countries.”","conditions demonstrate openness friendliness absence sort aggression foreign countries. sergey shoigu"
"11223","11223","""They are trying to charge her with violation of the US law on foreign agents, though she has not worked for any foreign state, and studied at a Washington university.""","they trying charge violation law foreign agents though worked foreign state studied washington university artyom kozhin"
"11224","11224","A VA accountability law enacted last year allows the VA to say ""you're fired"" to employees. ""Before, there was nothing you could do.""","accountability law enacted last year allows say 're fired employees before nothing could donald trump"
"11225","11225","""Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan.""","wow highest poll numbers history republican party that includes honest abe lincoln ronald reagan donald trump"
"11226","11226","""Even the CBO numbers show now that the entire $1.5 trillion tax cut is virtually paid for by higher revenues and better nominal GDP.""","even cbo numbers show entire 1.5 trillion tax cut virtually paid higher revenues better nominal gdp larry kudlow"
"11227","11227","Does a 'NASA Study Pay You $100,000 to Stay in Bed for 60 Days'?","does 'nasa study pay you 100,000 stay bed days"
"11228","11228","""Fully half the people — our research is showing half the people — in (California) want to leave.""","fully half people research showing half people california want leave john cox"
